# 274,cat274|Краскораспылитель пневматический
 1|Краскораспылитель пневматический с ВЕРХНИМ бачком|274|57315|798|788|777||norow|Краскораспылитель пневматический| MATRIX с ВЕРХНИМ бачком 1.0 л, сменные сопла 1.2, 1.5, 1.8 мм <span class=art>арт. 57315</span>|</span><span class="for">Для нанесения защитных, декоративных, изоляционных покрытий на различные поверхности: пластик, металл, дерево, керамику</span><span class="addt">Применяется при проведении наружных и внутренних отделочных работ, окраске металлоконструкций в автосервисах, нанесении пожаростойких составов.||/img/pic/shmal/small/57315.jpg|/img/pic/shmal/big/57315.jpg
#0|Шпатель фасадный HOBBI 350&nbsp;мм                          |221|12-9-535     |233,00|233,00|233,00|542
#0|Шпатель фасадный HOBBI 450&nbsp;мм                          |221|12-9-540     |233,00|233,00|233,00|542
#0|Шпатель фасадный HOBBI 600&nbsp;мм                          |221|12-9-560     |233,00|233,00|233,00|542
#1|Шпатель фасадный профессиональный                           |221|12-9-020     |133,00|133,00|133,00|542|norow sale1|Шпатели фасадные профессиональные| SiB|</span></p><UL><LI>нержавеющая сталь<LI>двухкомпонетная рукоятка<LI>алюминиевое ребро жесткости полотна</UL><p><span class="addt">||/img/pic/shmal/small/85577.jpg|/img/pic/shmal/big/85577.jpg
#0|Шпатель фасадный SiB 100 мм, пружинная сталь 65Г, пласт.рук.|221|85573        |133,00|133,00|133,00|542|blue
#0|Шпатель фасадный SiB 200 мм                                 |221|85573        |133,00|133,00|133,00|542
#0|Шпатель фасадный SiB 250 мм                                 |221|85574        |144,00|144,00|144,00|542
#0|Шпатель фасадный SiB 300 мм                                 |221|85575        |222,00|222,00|222,00|542
#0|Шпатель фасадный SiB 350 мм                                 |221|85576        |222,00|222,00|222,00|542
#0|Шпатель фасадный SiB 450 мм                                 |221|85577        |222,00|222,00|222,00|542
#0|Шпатель фасадный SiB 600 мм, пружинная сталь 65Г, пласт.рук.|221|85573        |233,00|233,00|233,00|542|blue
#0|Шпатель фасадный SiB 600 мм                                 |221|85578        |233,00|233,00|233,00|542
#1|Шпатель фасадный REMOCOLOR 200&nbsp;мм                      |221|12-9-020     |155,00|155,00|155,00|542|norow sale1|Шпатели фасадные профессиональные| REMOCOLOR|Обрезиненная двухкомпонетная рукоятка||/img/pic/shmal/small/12-9-020.jpg|/img/pic/shmal/big/jpg
#0|Шпатель фасадный REMOCOLOR 200&nbsp;мм                      |221|12-9-020     |155,00|155,00|155,00|542
#0|Шпатель фасадный REMOCOLOR 250&nbsp;мм                      |221|12-9-025     |222,00|222,00|222,00|542
#0|Шпатель фасадный REMOCOLOR 300&nbsp;мм                      |221|12-9-030     |222,00|222,00|222,00|542
#0|Шпатель фасадный REMOCOLOR 350&nbsp;мм                      |221|12-9-035     |377,00|377,00|377,00|542
#0|Шпатель фасадный REMOCOLOR 450&nbsp;мм                      |221|12-9-040     |377,00|377,00|377,00|542
#0|Шпатель фасадный REMOCOLOR 600&nbsp;мм                      |221|12-9-060     |377,00|377,00|377,00|542
#1|Шпательная лопатка MATRIX MASTER &nbsp;&nbsp;50&nbsp;мм     |221|85505        |155,00|155,00|155,00|542|norow sale1|Шпатели и шпательные лопатки профессиональные| MATRIX "MASTER"|</span></p><UL><LI>Профилированное полотно из нержавеющей стали.<LI>Двухкомпонентная (пластик+резина) рукоятка, утолщенная в зоне охвата.</UL><p><span class="addt">||/img/pic/shmal/small/SPATELI MATRIX MASTER.jpg|/img/pic/shmal/big/SPATELI MATRIX MASTER.jpg
#0|Шпатель фасадный MATRIX MASTER 150&nbsp;мм, узкое полотно   |221|85511        |155,00|155,00|155,00|542
#0|Шпатель фасадный MATRIX MASTER 200&nbsp;мм, узкое полотно   |221|85513        |177,00|177,00|177,00|542
#0|Шпатель фасадный MATRIX MASTER 300&nbsp;мм                  |221|85503        |188,00|188,00|188,00|542
#0|Шпатель фасадный MATRIX MASTER 350&nbsp;мм, узкое полотно   |221|85517        |245,00|245,00|245,00|542
#0|Шпатель фасадный MATRIX MASTER 475&nbsp;мм, узкое полотно   |221|85518        |245,00|245,00|245,00|542
#0|Шпатель фасадный MATRIX MASTER 600&nbsp;мм, узкое полотно   |221|85519        |345,00|345,00|345,00|542
#0|Шпательная лопатка MATRIX MASTER &nbsp;&nbsp;50&nbsp;мм     |221|85505        | 66,00| 66,00| 66,00|542|blkt
#0|Шпательная лопатка MATRIX MASTER &nbsp;&nbsp;80&nbsp;мм     |221|85508        | 77,00| 77,00| 77,00|542
#0|Шпательная лопатка MATRIX MASTER 100&nbsp;мм                |221|85510        | 99,00| 99,00| 99,00|542
#0|Шпательная лопатка MATRIX MASTER 150&nbsp;мм                |221|85515        | 99,00| 99,00| 99,00|542

# 225,cat225 -># 543,cat543|Шпатели зубчатые
 1|Шпатели фасадные зубчатые из нержавеющей стали                          |225|        | 45,00| 41,00| 39,00|543|norow|| (гребенка)|</span><span class="for">Для нанесения клеевых составов и цементных монтажных смесей при укладывании кафельной плитки, приклеивании стеновых панелей</span></p><UL><LI>нержавеющая сталь толщиной <b>0,45/0,40 мм</b><LI>квадратный зуб<LI>пластмассовая рукоятка</UL><p><span class="addt">||/img/pic/shmal/small/SHPATEL ZUB.jpg|/img/pic/shmal/big/SHPATEL ZUB.jpg
 0|Шпатель зубчатый 100&nbsp;мм, зуб&nbsp; 4 x 4 &nbsp;мм, нерж.ст. 0,4  мм|225|12-6-100| 48,00| 46,00| 44,00|543
 0|Шпатель зубчатый 150&nbsp;мм, зуб&nbsp; 6 x 6 &nbsp;мм, нерж.ст. 0,4  мм|225|12-7-150| 54,00| 52,00| 50,00|543
#0|Шпатель зубчатый 150&nbsp;мм, зуб&nbsp;10 x 10&nbsp;мм           0,4  мм|225|SD1510  | 49,00| 47,00| 45,00|543
 0|Шпатель зубчатый 200&nbsp;мм, зуб&nbsp; 6 x 6 &nbsp;мм, нерж.ст. 0,4  мм|225|12-7-200| 68,00| 66,00| 64,00|543
 0|Шпатель зубчатый 200&nbsp;мм, зуб&nbsp; 8 x 8 &nbsp;мм, нерж.ст. 0,4  мм|225|12-8-200| 68,00| 66,00| 64,00|543
 0|Шпатель зубчатый 200&nbsp;мм, зуб&nbsp;10 x 10&nbsp;мм, нерж.ст. 0,4  мм|225|12-9-200| 68,00| 66,00| 64,00|543
 0|Шпатель зубчатый 250&nbsp;мм, зуб&nbsp; 8 x 8 &nbsp;мм, нерж.ст. 0,4  мм|225|12-8-250| 96,00| 94,00| 92,00|543
 0|Шпатель зубчатый 300&nbsp;мм, зуб&nbsp; 6 x 6 &nbsp;мм, нерж.ст. 0,4  мм|225|12-7-300|109,00|105,00|103,00|543
#0|Шпатель зубчатый 300&nbsp;мм, зуб&nbsp; 8 x 8 &nbsp;мм, нерж.ст. 0,4  мм|225|SD3008  | 89,00| 84,00| 81,00|543
 0|Шпатель зубчатый 300&nbsp;мм, зуб&nbsp;10 x 10&nbsp;мм, нерж.ст. 0,4  мм|225|12-9-300| 96,00| 94,00| 92,00|543
 0|Шпатель зубчатый 350&nbsp;мм, зуб&nbsp; 8 x 8 &nbsp;мм, нерж.ст. 0,4  мм|225|12-8-350|128,00|124,00|121,00|543
 0|Шпатель зубчатый 350&nbsp;мм, зуб&nbsp;10 x 10&nbsp;мм, нерж.ст. 0,4  мм|225|12-9-350|128,00|124,00|121,00|543
#0|Шпатель зубчатый 450&nbsp;мм, зуб&nbsp; 8 x 8 &nbsp;мм, нерж.ст. 0,4  мм|225|SD4508  |149,00|142,00|135,00|543
 0|Шпатель зубчатый 150&nbsp;мм, зуб&nbsp; 8 x 8 &nbsp;мм, нерж.ст. 0,45 мм|225|12-1-108| 64,00| 62,00| 60,00|543|blkt2
 0|Шпатель зубчатый 250&nbsp;мм, зуб&nbsp; 6 x 6 &nbsp;мм, нерж.ст. 0,45 мм|225|12-1-116|114,00|111,00|107,00|543
 0|Шпатель зубчатый 350&nbsp;мм, зуб&nbsp; 8 x 8 &nbsp;мм, нерж.ст. 0,45 мм|225|12-1-135|148,00|144,00|140,00|543
#1|Шпатели фасадные ГОСТ зубчатые из пружинной стали 65Г                   |225|        | 45,00| 41,00| 39,00|543|norow|| (гребенка)|</span><span class="for">Для нанесения клеевых составов и цементных монтажных смесей при укладывании кафельной плитки, приклеивании стеновых панелей</span></p><UL><LI><b>ГОСТ 10778-83</b>, инструментальная пружинная сталь <b>65Г</b> (возвратная) лакированная<LI>квадратный зуб<LI>пластмассовая рукоятка</UL><p><span class="addt">||/img/pic/shmal/small/12-5-791.jpg|/img/pic/shmal/big/12-5-791.jpg
#0|Шпатель зубчатый 150&nbsp;мм, зуб&nbsp;10 х 10&nbsp;мм, сталь 65Г       |225|12-5-791| 50,00| 50,00| 50,00|543
#0|Шпатель зубчатый 200&nbsp;мм, зуб&nbsp;10 х 10&nbsp;мм, сталь 65Г       |225|SD2010.1| 45,00| 42,00| 41,00|543
#0|Шпатель зубчатый 350&nbsp;мм, зуб&nbsp;10 х 10&nbsp;мм, сталь 65Г       |225|12-5-795|100,00|100,00|100,00|543
#0|Шпатель зубчатый 450&nbsp;мм, зуб&nbsp; 8 х 8 &nbsp;мм, сталь 65Г       |225|12-5-786|138,00|109,29|108,02|543

# 152,cat152 -># 544,cat544|Шпатели специальные !резиновые
 1|Набор шпателей "японских",      |152|0829-400400| 78,00| 75,00| 73,00|544|norow|| пластик, 4 предмета: 50, 80, 100 и 120 мм, HARDY (Польша) <span class=art>арт. 0829-400400</span>|||/img/pic/shmal/small/0829-400400.jpg|/img/pic/shmal/big/0829-400400.jpg
 0|Набор шпателей "японских", 4 шт.|152|0829-400400|119,56|117,12|115,90|544
 1|Наборы шпателей,                |152|12-2-101   | 49,95| 47,95| 45,95|544|norow|| 3 предмета: 40, 60 и 80 мм (HOBBI)|||/img/pic/shmal/small/12-2-101.png|/img/pic/shmal/big/jpg
 0|Набор шпателей, ПВХ прозрачные  |152|12-2-101   | 73,14| 70,76| 69,54|544
 0|Набор шпателей, резиновые белые |152|12-2-102   | 60,94| 58,56| 57,34|544
 0|Набор шпателей, резиновые черные|152|12-2-103   | 85,34| 82,96| 81,74|544
 1|Шпатель прижимной, 280 мм       |152|12-1-281   | 29,95| 28,95| 27,95|544|norow||для обоев HOBBI <span class=art>арт. 12-1-281</span>|Используется для оклеивания стен обоями и их разглаживания, нанесения клея на них, выведения клеевых излишков и воздуха из-под листа.<br>Изготовлен из высокопрочного эластичного пластика.||/img/pic/shmal/small/12-1-281.jpg|/img/pic/shmal/big/12-1-281.jpg
 0|Шпатель прижимной, 280 мм       |152|12-1-281   | 41,24| 39,89| 39,04|544
 1|Шпатели резиновые               |152|           | 28,00| 27,00| 26,00|544|norow|| (Россия)|||/img/pic/shmal/small/MV_SH.jpg|/img/pic/shmal/big/jpg
 0|Шпатель резиновый черный,  40 мм|152|12-2-104   | 14,40| 14,03| 13,42|544
 0|Шпатель резиновый белый,   40 мм|152|12-2-109   | 14,40| 14,03| 13,42|544
 0|Шпатель резиновый черный,  60 мм|152|12-2-106   | 22,94| 22,20| 21,84|544
 0|Шпатель резиновый белый,   60 мм|152|12-2-110   | 22,94| 22,20| 21,84|544
 0|Шпатель резиновый черный,  80 мм|152|12-2-108   | 30,26| 29,16| 28,55|544
 0|Шпатель резиновый белый,   80 мм|152|12-2-111   | 27,82| 26,72| 25,62|544
 0|Шпатель резиновый черный, 100 мм|152|12-2-010   | 35,14| 34,04| 33,55|544
 0|Шпатель резиновый белый,  100 мм|152|12-2-112   | 35,14| 34,04| 33,55|544
 0|Шпатель резиновый черный, 150 мм|152|12-2-015   | 41,24| 39,89| 39,04|544
 0|Шпатель резиновый белый,  150 мм|152|12-2-115   | 41,24| 39,89| 39,04|544
 0|Шпатель резиновый белый,  180 мм|152|12-2-118   | 52,22| 50,02| 48,80|544
#1|Набор шпателей|152|85830|39.00|35|32||| ПВХ, 3шт.: 40, 60, 80 мм <span class=art>арт. 85830</span>|||/img/pic/shmal/small/85830.jpg|/img/pic/shmal/big/jpg
#1|Набор шпателей|152|85830|35.00||33||| ПВХ, 3шт.: 40, 60, 80 мм <span class=art>арт. 85830</span>|||/img/pic/shmal/small/NABOR REZINOVYX SHPATELEY.jpg|/img/pic/shmal/big/NABOR REZINOVYX SHPATELEY.jpg
#1|Наборы шпателей,                |152| 85803  |47|44|42|544|norow|| 3 предмета: 40, 60, 80 мм (Россия)|||/img/pic/shmal/small/85803.jpg |/img/pic/shmal/big/85803.jpg
#0|Набор шпателей, резиновые белые |152| 85803  |47|44|42|544
#1|Наборы шпателей,                |152|858285  |47|44|42|544|norow|| 3 предмета: 40, 60, 80 мм (SPARTA)|||/img/pic/shmal/small/858285.jpg|/img/pic/shmal/big/858285.jpg
#0|Набор шпателей, резиновые черные|152|858285  |47|44|42|544
#1|Шпатель резиновый белый,  100 мм|152|085     |75|71|68|544||Шпатели резиновые белые|, MV (Финляндия)|||/img/pic/shmal/small/MV_SH.jpg|/img/pic/shmal/big/jpg
#0|Шпатель резиновый белый,  150 мм|152|086     |99|95|92|544
#1|Шпатель прижимной, 280 мм       |152|86011   |45|39|37|544|norow|| <span class=art>арт. 86011</span>|Изготовлен из высокопрочного эластичного пластика.||/img/pic/shmal/small/86011.jpg|/img/pic/shmal/big/jpg
#0|Шпатель прижимной, 280 мм       |152|86011   |45|39|37|544

# 621,cat621 -># 622,cat622|Скребки для удаления краски
 1|Скребок                                                 |621|30-2-004|39,98|38,00|37,00|622|norow|Скребок для удаления краски с трапециевидным лезвием 19 х 60 мм| HOBBI, сталь, пластиковый корпус <span class=art>арт. 30-2-004</span>|</span><span class="for">Для очистки оштукатуренных поверхностей от старой краски, обоев и т.п.||/img/pic/shmal/small/30-2-004.jpg|/img/pic/shmal/big/30-2-004.jpg
 0|Скребок для удаления краски, лезвие: трапеция 19 х 60 мм|621|30-2-004|48,78|46,36|45,14|622|

# (226)|Шпательная лопатка
#1|Шпательная лопатка|226|15.00||Шпательная лопатка| 50&nbsp;мм|</span></p><UL><LI>нержавеющая сталь<LI>деревянная рукоятка</UL><p><span class="addt">||/img/pic/shmal/small/SPATELNAJA LOPATKA DEREV RUCHKA.jpg|/img/pic/shmal/big/SPATELNAJA LOPATKA DEREV RUCHKA.jpg

# 153,cat153 -># 512,cat512|Мастерки, кельмы, ковши
 1|Кельма бетонщика                            |153|28-2-317   |179,00|175,00|171,00|512|norow|| HOBBI, сталь, пластмассовая рукоятка <span class=art>арт. 28-2-320</span>|||/img/pic/shmal/small/28-2-320.jpg|/img/pic/shmal/big/28-2-320.jpg
 0|Кельма бетонщика HOBBI                      |153|28-2-317   |179,00|175,00|171,00|512|
 1|Кельма печника                              |153|28-2-319   |179,00|175,00|171,00|512|norow|| HOBBI, сталь, пластмассовая рукоятка <span class=art>арт. 28-2-317</span>|||/img/pic/shmal/small/28-2-317.jpg|/img/pic/shmal/big/28-2-317.jpg
 0|Кельма печника   HOBBI                      |153|28-2-319   |179,00|175,00|171,00|512|
 1|Кельма штукатура                            |153|28-2-320   |179,00|175,00|171,00|512|norow|| HOBBI, сталь, пластмассовая рукоятка <span class=art>арт. 28-2-319</span>|||/img/pic/shmal/small/28-2-319.jpg|/img/pic/shmal/big/28-2-319.jpg
 0|Кельма штукатура HOBBI                      |153|28-2-320   |179,00|175,00|171,00|512|
#1|Кельма штукатура                            |153|28-3-055   |148,00|145,00|129,00|512|norow|| «Сердечко», 19 х 15 см <span class=art>арт. 28-3-055</span>|</span></p><UL><LI>углеродистая сталь<LI>деревянная рукоятка</UL><p><span class="addt">||/img/pic/shmal/small/28-3-055.jpg|/img/pic/shmal/big/28-3-055.jpg
#0|Кельма штукатура «Сердечко», 19 х 15 см     |153|28-3-055   |168,00|164,00|161,00|512|
#1|Мастерок штукатурный для внешних       углов|153|28-2-011   |169,00|166,00|163,00|512|norow|| 110&nbsp;х&nbsp;70&nbsp;х&nbsp;70&nbsp;мм, нерж.сталь, деревянная рукоятка REMOCOLOR <span class="art">арт. 28-2-011</span>|</span><span class="for">Для нанесения и выравнивания раствора по поверхности внешних углов</span></p><UL><LI>Нержавеющая сталь 0,8 мм.<LI>Рукоятка из бука, пропитанного воском.</UL><p><span class="addt">||/img/pic/shmal/small/28-2-011.jpg|/img/pic/shmal/big/28-2-011.jpg
#1|Мастерки штукатурные для внешних       углов|153|28-2-011   |169,00|166,00|163,00|512|norow||, нерж.сталь, деревянная рукоятка|</span><span class="for">Для нанесения и выравнивания раствора по поверхности внешних углов</span></p><UL><LI>Нержавеющая сталь 0,8 мм.<LI>Рукоятка из бука, пропитанного воском.</UL><p><span class="addt">||/img/pic/shmal/small/28-2-011.jpg|/img/pic/shmal/big/28-2-011.jpg
#0|Кельма мастерок для внешн. углов 110х60х60мм|153|28-2-001   |179,00|175,00|172,00|512|
#0|Кельма мастерок для внешн. углов 110х70х70мм|153|28-2-011   |254,98|250,10|246,44|512|
#1|Мастерок штукатурный для внутренних    углов|153|28-2-012   |169,00|166,00|163,00|512|norow|| 110&nbsp;х&nbsp;70&nbsp;х&nbsp;70&nbsp;мм, нерж.сталь, деревянная рукоятка REMOCOLOR <span class="art">арт. 28-2-012</span>|</span><span class="for">Для нанесения и выравнивания раствора по поверхности внутренних углов</span></p><UL><LI>Нержавеющая сталь 0,8 мм.<LI>Рукоятка из бука, пропитанного воском.</UL><p><span class="addt">||/img/pic/shmal/small/28-2-012.jpg|/img/pic/shmal/big/28-2-012.jpg
#1|Мастерки штукатурные для внутренних    углов|153|28-2-012   |169,00|166,00|163,00|512|norow||, нерж.сталь, деревянная рукоятка|</span><span class="for">Для нанесения и выравнивания раствора по поверхности внутренних углов</span></p><UL><LI>Нержавеющая сталь 0,8 мм.<LI>Рукоятка из бука, пропитанного воском.</UL><p><span class="addt">||/img/pic/shmal/small/28-2-012.jpg|/img/pic/shmal/big/28-2-012.jpg
#0|Кельма мастерок для внутр. углов 110х60х60мм|153|28-2-002   |179,00|175,00|172,00|512|
#0|Кельма мастерок для внутр. углов 110х70х70мм|153|28-2-012   |254,98|250,10|246,44|512|
 1|Ковш штукатурный с круглым дном, 160 мм     |153|28-2-316   |210,04|205,32|201,78|512|norow|| HOBBI <span class=art>арт. 28-2-316</span>|</span><span class="for">Для нанесения раствора на большие поверхности и дозирования малярно-штукатурных материалов</span></p><UL><LI>Материал ковша: <b>окрашенная сталь</b>.<LI>Пластмассовая рукоятка.</UL><p><span class="addt">||/img/pic/shmal/small/28-2-316n.jpg|/img/pic/shmal/big/28-2-316n.jpg
 0|Ковш штукатурный с круглым дном, 160 мм     |153|28-2-316   |210,04|205,32|201,78|512|
#1|Ковш штукатурный стальной 170 х 60 х 75 мм  |153|28-1-100   |210,04|205,32|201,78|512|norow|| с крюком, 0,5 л HOBBI <span class=art>арт. 28-1-100</span>|</span><span class="for">Для нанесения раствора на большие поверхности и дозирования малярно-штукатурных материалов</span></p><UL><LI>Материал ковша: <b>инструментальная сталь</b>.<LI>Деревянная рукоятка.</UL><p><span class="addt">||/img/pic/shmal/small/28-1-100n.jpg|/img/pic/shmal/big/28-1-100n.jpg
#0|Ковш штукатурный стальной 170 х 60 х 75 мм  |153|28-1-100   |210,04|205,32|201,78|512|
 1|Расшивки для швов                           |153|28-4-001   | 99,00| 95,00| 89,00|512|norow|| REMOCOLOR|Применяются для формирования, укрепления и обработки растворных швов во время кладки кирпича и камня.<br>Стальное полотно, удобная деревянная рукоятка.||/img/pic/shmal/small/28-4-001.jpg|/img/pic/shmal/big/28-4-001.jpg
#0|Расшивка для швов 10 х 185 мм               |153|28-4-001   |135,00|132,00|129,00|512|
 0|Расшивка для швов 12 х 185 мм               |153|28-4-002   |135,00|132,00|129,00|512|
#1|Кельмы штукатура                            |153|0810.260810|135|131|125|512|norow|| HARDY, нержавеющая сталь|||/img/pic/shmal/small/0810-26n.jpg|/img/pic/shmal/big/0810-26n.jpg
#0|Кельма штукатура HARDY с.26,  8х10 см       |153|0810.260810|149|145|142|512
#0|Кельма штукатура HARDY с.26, 10х12 см       |153|0810.261012|159|154|151|512
#0|Кельма штукатура HARDY с.26, 12х13 см       |153|0810.261113|165|161|157|512
#1|Кельмы каменщика (бетонщика) треугольные    |153|0815.740018|189|182|178|512|norow|| HARDY, нержавеющая сталь|||/img/pic/shmal/small/0815-740018.jpg|/img/pic/shmal/big/0815-740018.jpg
#0|Кельма каменщика HARDY, 18 см               |153|0815.740018|189|182|178|512
#0|Кельма каменщика HARDY, 20 см               |153|0815.740020|279|273|268|512
#0|Кельма каменщика HARDY, 22 см               |153|0815.740022|289|283|277|512
#1|Кельма угловая внутренняя  8 x 6 x 6 см     |153|0810.266000|168|164|161|512|norow|| серия 26 HARDY, нержавеющая сталь <span class="art">арт. 0810.266000</span>|||/img/pic/shmal/small/0810-2660.jpg|/img/pic/shmal/big/0810-2660.jpg
#0|Кельма угловая внутренняя  8 x 6 x 6 см     |153|0810.266000|168|164|161|512
#1|Кельма угловая наружняя    8 x 6 x 6 см     |153|0810.266100|188|183|178|512|norow|| серия 26 HARDY, нержавеющая сталь <span class="art">арт. 0810.266100</span>|||/img/pic/shmal/small/0810-2661.jpg|/img/pic/shmal/big/0810-2661.jpg
#0|Кельма угловая наружняя    8 x 6 x 6 см     |153|0810.266100|188|183|178|512
#1|Кельмы каменщика (бетонщика) треугольные    |153|0810.740022|398|389|377|512|norow|| серия 30 HARDY, нержавеющая сталь|</span></p><UL><LI>Эластичная нержавеющая сталь.<LI>Полированная и шлифованная поверхность.<LI>Спаянное шлифованное соединение с гарантией качества.</UL><p><span class="addt">||/img/pic/shmal/small/0810-740018.jpg|/img/pic/shmal/big/0810-740018.jpg
#0|Кельма каменщика HARDY с.30, 18 см          |153|0810.740018|275|271|265|512|ltdl
#0|Кельма каменщика HARDY с.30, 20 см          |153|0810.740020|285|279|274|512|ltdl
#0|Кельма каменщика HARDY с.30, 22 см          |153|0810.740022|398|389|377|512
#1|Кельма штукатура                            |153|0810.301012|195|188|182|512|norow|| серия 30 HARDY, нержавеющая сталь <span class=art>арт. 0810.301012</span>|</span></p><UL><LI>Эластичная нержавеющая сталь.<LI>Полированная и шлифованная поверхность.<LI>Спаянное шлифованное соединение с гарантией качества.</UL><p><span class="addt">||/img/pic/shmal/small/0810-3010.jpg|/img/pic/shmal/big/0810-3010.jpg
#0|Кельма штукатура HARDY с.30, 10х12 см       |153|0810.301012|195|188|182|512
#1|Кельма             бетонщика КБ|153|KB           | 95| 89| 85|512|||, сталь, деревянная рукоятка <span class=art>арт. KB</span>|||/img/pic/shmal/small/KELMA KB.jpg|/img/pic/shmal/big/KELMA KB.jpg
#1|Кельма               печника КП|153|KP           | 95| 89| 85|512|||, сталь, деревянная рукоятка <span class=art>арт. KP</span>|||/img/pic/shmal/small/KELMA KP.jpg|/img/pic/shmal/big/KELMA KP.jpg
#1|Кельма             штукатура КШ|153|KS           | 95| 89| 85|512|||, сталь, деревянная рукоятка <span class=art>арт. KS</span>|||/img/pic/shmal/small/KELMA KSH.jpg|/img/pic/shmal/big/KELMA KSH.jpg
#1|Кельмы                бетонщика       |153|28-2-320     | 99| 94| 88.00|512|norow|Кельмы бетонщика, печника, штукатура|, сталь, пластмассовая рукоятка HOBBI|||/img/pic/shmal/small/86213.jpg|/img/pic/shmal/big/86213.jpg
#1|Кельма                бетонщика|153|28-2-320     | 99| 94| 88|512|||, пластмассовая рукоятка <span class=art>арт. 28-2-320</span>|||/img/pic/shmal/small/kbp.jpg|/img/pic/shmal/big/kbp.jpg
#1|Кельма                бетонщика|153|86213        |105| 99| 95|512||| СИБРТЕХ, сталь, пластиковая рукоятка <span class=art>арт. 86213</span>|||/img/pic/shmal/small/86213.jpg|/img/pic/shmal/big/86213.jpg
#1|Кельма                бетонщика|153|86247        |195|188|182|512|||, сталь, деревянная усиленная рукоятка с лаковым покрытием и металлическим затыльником <span class=art>арт. 86247</span>|||/img/pic/shmal/small/86247.jpg|/img/pic/shmal/big/86247.jpg
#1|Кельма                  печника|153|86248        |179|172|165|512|||, сталь, деревянная усиленная рукоятка с лаковым покрытием и металлическим затыльником <span class=art>арт. 86248</span>|||/img/pic/shmal/small/86248.jpg|/img/pic/shmal/big/86248.jpg
#1|Кельма                штукатура|153|86249        |199|192|188|512|||, сталь, деревянная усиленная рукоятка с лаковым покрытием и металлическим затыльником <span class=art>арт. 86249</span>|||/img/pic/shmal/small/86249.jpg|/img/pic/shmal/big/86249.jpg
#1|Кельма             штукатура усиленная|153|86247        |195|188|182.00|512|norow||, сталь, деревянная усиленная рукоятка с лаковым покрытием и металлическим затыльником|||/img/pic/shmal/small/86249.jpg|/img/pic/shmal/big/86249.jpg
#0|Кельма             штукатура усиленная|153|86249        |199|192|188.00|512|
#1|Кельма             бетонщика КБ       |153|KB           | 49| 49| 49.00|512|sale1|Кельмы бетонщика, печника, штукатура|, сталь, деревянная рукоятка|||/img/pic/shmal/small/KELMA KSH.jpg|/img/pic/shmal/big/KELMA KSH.jpg
#0|Кельма бетонщика, пластм.ручка СИБРТЕХ|153|86213        | 79| 79| 79.00|512|||
#0|Кельма      бетонщика усиленная       |153|86247        |169|169|169.00|512|
#0|Кельма               печника КП       |153|KP           | 59| 59| 59.00|512|
#0|Кельма        печника усиленная       |153|86248        |139|139|139.00|512|
#0|Кельма             штукатура КШ       |153|KS           | 49| 49| 49.00|512|
#1|Мастерок для внутренних углов  |153|86310   |135|125|118|||Мастерки (кельмы) для внешних и внутренних углов| 110&nbsp;х&nbsp;75&nbsp;х&nbsp;75&nbsp;мм, НЕРЖАВ.СТАЛЬ. деревянная рукоятка|||/img/pic/shmal/small/mast_ug.jpg|/img/pic/shmal/big/jpg
#0|Мастерок для внешних углов     |153|86314   |135|125|118||

# 155,cat155 -># 510,cat510|Гладилка
 1|Гладилка пластиковая 280 х 130 мм, толщина 3 мм                 |155|27-2-002   |126.00|123.00|121.00|510|norow|| RemoColor <span class="art">арт. 27-2-002</span>|||/img/pic/shmal/small/27-2-002.jpg|/img/pic/shmal/big/27-2-002.jpg
 0|Гладилка пластиковая 280 х 130 мм, толщ. 3 мм REMO              |155|27-2-002   |194,35|190,24|186,03|510|
 1|Гладилка из нержавеющей стали 270 х 130 мм, пластиковая рукоятка|155|27-1-000   |158.00|154.00|151.00|510|norow|| <span class=art>арт. 27-1-000</span>|</span><span class="for">Для равномерного распределения строительных растворов, смесей и клеев, сглаживания швов и неровностей||/img/pic/shmal/small/27-1-000.jpg|/img/pic/shmal/big/27-1-000.jpg
 0|Гладилка из нержавеющей стали 270 х 130 мм, пластиковая рукоятка|155|27-1-000   |201,25|199,52|196,56|510|
 1|Гладилки из нержавеющей стали зубчатые, рукоятка из бука        |155|           |338.00|331.00|325.00|510|norow|| REMOCOLOR|</span><span class="for">Для равномерного распределения строительных растворов, смесей и клеев, сглаживания швов и неровностей</span></p><UL><LI>Зеркально отполированное полотно из нержавеющей стали 0,6 мм.<LI>Алюминиевый армирующий стержень.<LI>Рукоятка из бука, пропитанного воском.</UL><p><span class="addt">||/img/pic/shmal/small/27-0-004.jpg|/img/pic/shmal/big/27-0-004.jpg
 0|Гладилка нерж. сталь 270 х 125 мм, зуб &numsp;4 х &numsp;4 мм   |155|27-0-004   |470,35|466,32|462,15|510|
 0|Гладилка нерж. сталь 270 х 125 мм, зуб &numsp;6 х &numsp;6 мм   |155|27-0-006   |470,35|466,32|462,15|510|
 0|Гладилка нерж. сталь 270 х 125 мм, зуб &numsp;8 х &numsp;8 мм   |155|27-0-008   |470,35|466,32|462,15|510|
 0|Гладилка нерж. сталь 270 х 125 мм, зуб       10 х       10 мм   |155|27-0-010   |470,35|466,32|462,15|510|
 0|Гладилка нерж. сталь 270 х 125 мм, зуб       12 х       12 мм   |155|27-0-012   |470,35|466,32|462,15|510|
